paperID,imageID,size,imagenumbers
10.1109@TVCG.2007.70556,10.1109@TVCG.2007.70556_08_05_T01.jpg,306726,1
10.1109@TVCG.2007.70556,10.1109@TVCG.2007.70556_08_06_T01.jpg,1396941,1
10.1109@TVCG.2007.70556,10.1109@TVCG.2007.70556_08_07_T01.jpg,1925808,1
10.1109@TVCG.2007.70556,10.1109@TVCG.2007.70556_08_08_T01.jpg,4119390,1
allpaper,10.1109@TVCG.2007.70569,,7
10.1109@TVCG.2007.70569,10.1109@TVCG.2007.70569_07_01_T01.jpg,577920,1
10.1109@TVCG.2007.70569,10.1109@TVCG.2007.70569_07_02_T01.jpg,1718784,1
10.1109@TVCG.2007.70569,10.1109@TVCG.2007.70569_07_03_T01.jpg,1298688,1
10.1109@TVCG.2007.70569,10.1109@TVCG.2007.70569_07_04_T01.jpg,860544,1
10.1109@TVCG.2007.70569,10.1109@TVCG.2007.70569_07_05_T01.jpg,3238176,1
10.1109@TVCG.2007.70569,10.1109@TVCG.2007.70569_07_06_T01.jpg,3319680,1
10.1109@TVCG.2007.70569,10.1109@TVCG.2007.70569_07_07_T01.jpg,3158394,1
allpaper,10.1109@TVCG.2007.70576,,11
10.1109@TVCG.2007.70576,10.1109@TVCG.2007.70576_11_01_T01.jpg,3621990,1
10.1109@TVCG.2007.70576,10.1109@TVCG.2007.70576_11_02_T01.jpg,562977,1
10.1109@TVCG.2007.70576,10.1109@TVCG.2007.70576_11_03_T01.jpg,1442376,1
10.1109@TVCG.2007.70576,10.1109@TVCG.2007.70576_11_04_T01.jpg,453750,1
10.1109@TVCG.2007.70576,10.1109@TVCG.2007.70576_11_05_T01.jpg,466884,1
10.1109@TVCG.2007.70576,10.1109@TVCG.2007.70576_11_06_T01.jpg,465045,1
10.1109@TVCG.2007.70576,10.1109@TVCG.2007.70576_11_07_T01.jpg,1133946,1
10.1109@TVCG.2007.70576,10.1109@TVCG.2007.70576_11_08_T01.jpg,1610286,1
10.1109@TVCG.2007.70576,10.1109@TVCG.2007.70576_11_09_T01.jpg,2691711,1
10.1109@TVCG.2007.70576,10.1109@TVCG.2007.70576_11_10_T01.jpg,2691192,1
10.1109@TVCG.2007.70576,10.1109@TVCG.2007.70576_11_11_T01.jpg,1661811,1
allpaper,10.1109@TVCG.2007.70580,,9
10.1109@TVCG.2007.70580,10.1109@TVCG.2007.70580_09_01_T01.jpg,1069200,1
10.1109@TVCG.2007.70580,10.1109@TVCG.2007.70580_09_02_T01.jpg,312309,1
10.1109@TVCG.2007.70580,10.1109@TVCG.2007.70580_09_03_T01.jpg,257376,1
10.1109@TVCG.2007.70580,10.1109@TVCG.2007.70580_09_04_T01.jpg,1438380,1
10.1109@TVCG.2007.70580,10.1109@TVCG.2007.70580_09_05_T01.jpg,1026648,1
10.1109@TVCG.2007.70580,10.1109@TVCG.2007.70580_09_06_T01.jpg,1363125,1
10.1109@TVCG.2007.70580,10.1109@TVCG.2007.70580_09_07_T01.jpg,1161132,1
10.1109@TVCG.2007.70580,10.1109@TVCG.2007.70580_09_08_T01.jpg,758373,1
10.1109@TVCG.2007.70580,10.1109@TVCG.2007.70580_09_09_T01.jpg,1841400,1
allpaper,10.1109@TVCG.2007.70582,,7
10.1109@TVCG.2007.70582,10.1109@TVCG.2007.70582_07_01_T01.jpg,632001,1
10.1109@TVCG.2007.70582,10.1109@TVCG.2007.70582_07_02_T01.jpg,664608,1
10.1109@TVCG.2007.70582,10.1109@TVCG.2007.70582_07_03_T01.jpg,1016064,1
10.1109@TVCG.2007.70582,10.1109@TVCG.2007.70582_07_04_T01.jpg,583200,1
10.1109@TVCG.2007.70582,10.1109@TVCG.2007.70582_07_05_T01.jpg,518400,1
10.1109@TVCG.2007.70582,10.1109@TVCG.2007.70582_07_06_T01.jpg,6413928,1
10.1109@TVCG.2007.70582,10.1109@TVCG.2007.70582_07_07_T01.jpg,2132928,1
allpaper,10.1109@TVCG.2007.70594,,12
10.1109@TVCG.2007.70594,10.1109@TVCG.2007.70594_12_01_T01.jpg,4039848,1
10.1109@TVCG.2007.70594,10.1109@TVCG.2007.70594_12_02_T01.jpg,2329578,1
10.1109@TVCG.2007.70594,10.1109@TVCG.2007.70594_12_03_T01.jpg,958392,1
10.1109@TVCG.2007.70594,10.1109@TVCG.2007.70594_12_04_T01.jpg,602928,1
10.1109@TVCG.2007.70594,10.1109@TVCG.2007.70594_12_05_T01.jpg,1246590,1
10.1109@TVCG.2007.70594,10.1109@TVCG.2007.70594_12_06_T01.jpg,1258560,1
10.1109@TVCG.2007.70594,10.1109@TVCG.2007.70594_12_07_T01.jpg,2282238,1
10.1109@TVCG.2007.70594,10.1109@TVCG.2007.70594_12_08_T01.jpg,1011816,1
10.1109@TVCG.2007.70594,10.1109@TVCG.2007.70594_12_09_T01.jpg,1515882,1
10.1109@TVCG.2007.70594,10.1109@TVCG.2007.70594_12_10_T01.jpg,1852200,1
10.1109@TVCG.2007.70594,10.1109@TVCG.2007.70594_12_11_T01.jpg,814875,1
10.1109@TVCG.2007.70594,10.1109@TVCG.2007.70594_12_12_T01.jpg,951000,1
allpaper,10.1109@TVCG.2007.70596,,7
10.1109@TVCG.2007.70596,10.1109@TVCG.2007.70596_07_01_T01.jpg,859140,1
10.1109@TVCG.2007.70596,10.1109@TVCG.2007.70596_07_02_T01.jpg,637296,1
10.1109@TVCG.2007.70596,10.1109@TVCG.2007.70596_07_03_T01.jpg,963360,1
10.1109@TVCG.2007.70596,10.1109@TVCG.2007.70596_07_04_T01.jpg,966336,1
10.1109@TVCG.2007.70596,10.1109@TVCG.2007.70596_07_05_T01.jpg,1113912,1
10.1109@TVCG.2007.70596,10.1109@TVCG.2007.70596_07_06_T01.jpg,852000,1
10.1109@TVCG.2007.70596,10.1109@TVCG.2007.70596_07_07_T01.jpg,6835680,1
allpaper,10.1109@VAST.2007.4388992,,7
10.1109@VAST.2007.4388992,10.1109@VAST.2007.4388992_07_01_T17.jpg,1166778,1
10.1109@VAST.2007.4388992,10.1109@VAST.2007.4388992_07_02_T17.jpg,844602,1
10.1109@VAST.2007.4388992,10.1109@VAST.2007.4388992_07_03_T17.jpg,956880,1
10.1109@VAST.2007.4388992,10.1109@VAST.2007.4388992_07_04_T17.jpg,711480,1
10.1109@VAST.2007.4388992,10.1109@VAST.2007.4388992_07_05_T17.jpg,755145,1
10.1109@VAST.2007.4388992,10.1109@VAST.2007.4388992_07_06_T17.jpg,1360305,1
10.1109@VAST.2007.4388992,10.1109@VAST.2007.4388992_07_07_T17.jpg,480624,1
allpaper,10.1109@VAST.2007.4388999,,8
10.1109@VAST.2007.4388999,10.1109@VAST.2007.4388999_08_01_T01.jpg,3554100,1
10.1109@VAST.2007.4388999,10.1109@VAST.2007.4388999_08_02_T01.jpg,343980,1
10.1109@VAST.2007.4388999,10.1109@VAST.2007.4388999_08_03_T01.jpg,1029552,1
10.1109@VAST.2007.4388999,10.1109@VAST.2007.4388999_08_04_T01.jpg,544896,1
10.1109@VAST.2007.4388999,10.1109@VAST.2007.4388999_08_05_T01.jpg,13317984,1
10.1109@VAST.2007.4388999,10.1109@VAST.2007.4388999_08_06_T01.jpg,4456872,1
10.1109@VAST.2007.4388999,10.1109@VAST.2007.4388999_08_07_T01.jpg,648261,1
10.1109@VAST.2007.4388999,10.1109@VAST.2007.4388999_08_08_T01.jpg,713700,1
allpaper,10.1109@VAST.2007.4389001,,7
10.1109@VAST.2007.4389001,10.1109@VAST.2007.4389001_07_01_T01.jpg,1281258,1
10.1109@VAST.2007.4389001,10.1109@VAST.2007.4389001_07_02_T01.jpg,2747889,1
10.1109@VAST.2007.4389001,10.1109@VAST.2007.4389001_07_03_T01.jpg,3559104,1
10.1109@VAST.2007.4389001,10.1109@VAST.2007.4389001_07_06_T01.jpg,3126795,1
10.1109@VAST.2007.4389001,10.1109@VAST.2007.4389001_07_07_T01.jpg,1378689,1
10.1109@VAST.2007.4389001,10.1109@VAST.2007.4389001_07_08_T01.jpg,2196480,1
10.1109@VAST.2007.4389001,10.1109@VAST.2007.4389001_07_09_T01.jpg,1971810,1
allpaper,10.1109@VAST.2007.4389006,,6
10.1109@VAST.2007.4389006,10.1109@VAST.2007.4389006_06_01_T01.jpg,1175040,1
10.1109@VAST.2007.4389006,10.1109@VAST.2007.4389006_06_02_T01.jpg,979968,1
10.1109@VAST.2007.4389006,10.1109@VAST.2007.4389006_06_03_T01.jpg,1768986,1
10.1109@VAST.2007.4389006,10.1109@VAST.2007.4389006_06_04_T01.jpg,1275534,1
10.1109@VAST.2007.4389006,10.1109@VAST.2007.4389006_06_05_T01.jpg,884493,1
10.1109@VAST.2007.4389006,10.1109@VAST.2007.4389006_06_06_T01.jpg,8114559,1
allpaper,10.1109@VAST.2007.4389007,,7
10.1109@VAST.2007.4389007,10.1109@VAST.2007.4389007_07_01_T01.jpg,2033352,1
10.1109@VAST.2007.4389007,10.1109@VAST.2007.4389007_07_02_T01.jpg,722727,1
10.1109@VAST.2007.4389007,10.1109@VAST.2007.4389007_07_03_T01.jpg,1779270,1
10.1109@VAST.2007.4389007,10.1109@VAST.2007.4389007_07_04_T01.jpg,2578653,1
10.1109@VAST.2007.4389007,10.1109@VAST.2007.4389007_07_05_T01.jpg,1890120,1
10.1109@VAST.2007.4389007,10.1109@VAST.2007.4389007_07_06_T01.jpg,2668806,1
10.1109@VAST.2007.4389007,10.1109@VAST.2007.4389007_07_07_T01.jpg,2619246,1
allpaper,10.1109@VAST.2007.4389008,,11
10.1109@VAST.2007.4389008,10.1109@VAST.2007.4389008_11_01_T01.jpg,814716,1
10.1109@VAST.2007.4389008,10.1109@VAST.2007.4389008_11_02_T01.jpg,4613175,1
10.1109@VAST.2007.4389008,10.1109@VAST.2007.4389008_11_03_T01.jpg,223311,1
10.1109@VAST.2007.4389008,10.1109@VAST.2007.4389008_11_04_T01.jpg,256800,1
10.1109@VAST.2007.4389008,10.1109@VAST.2007.4389008_11_05_T01.jpg,171612,1
10.1109@VAST.2007.4389008,10.1109@VAST.2007.4389008_11_06_T01.jpg,506688,1
10.1109@VAST.2007.4389008,10.1109@VAST.2007.4389008_11_07_T01.jpg,827664,1
10.1109@VAST.2007.4389008,10.1109@VAST.2007.4389008_11_08_T01.jpg,1985676,1
10.1109@VAST.2007.4389008,10.1109@VAST.2007.4389008_11_09_T01.jpg,718656,1
10.1109@VAST.2007.4389008,10.1109@VAST.2007.4389008_11_10_T01.jpg,587496,1
10.1109@VAST.2007.4389008,10.1109@VAST.2007.4389008_11_11_T01.jpg,616140,1
allpaper,10.1109@VAST.2007.4389010,,8
10.1109@VAST.2007.4389010,10.1109@VAST.2007.4389010_08_01_T01.jpg,1700439,1
10.1109@VAST.2007.4389010,10.1109@VAST.2007.4389010_08_02_T01.jpg,900000,1
10.1109@VAST.2007.4389010,10.1109@VAST.2007.4389010_08_03_T01.jpg,582120,1
10.1109@VAST.2007.4389010,10.1109@VAST.2007.4389010_08_04_T01.jpg,1142190,1
10.1109@VAST.2007.4389010,10.1109@VAST.2007.4389010_08_05_T01.jpg,1913856,1
10.1109@VAST.2007.4389010,10.1109@VAST.2007.4389010_08_06_T01.jpg,1311264,1
10.1109@VAST.2007.4389010,10.1109@VAST.2007.4389010_08_07_T01.jpg,961050,1
10.1109@VAST.2007.4389010,10.1109@VAST.2007.4389010_08_08_T01.jpg,787248,1
allpaper,10.1109@VAST.2007.4389011,,3
10.1109@VAST.2007.4389011,10.1109@VAST.2007.4389011_03_01_T01.jpg,784080,1
10.1109@VAST.2007.4389011,10.1109@VAST.2007.4389011_03_02_T01.jpg,5532198,1
10.1109@VAST.2007.4389011,10.1109@VAST.2007.4389011_03_03_T01.jpg,835263,1
allpaper,10.1109@VAST.2007.4389013,,7
10.1109@VAST.2007.4389013,10.1109@VAST.2007.4389013_07_01_T01.jpg,635106,1
10.1109@VAST.2007.4389013,10.1109@VAST.2007.4389013_07_02_T01.jpg,1960848,1
10.1109@VAST.2007.4389013,10.1109@VAST.2007.4389013_07_04_T01.jpg,394440,1
10.1109@VAST.2007.4389013,10.1109@VAST.2007.4389013_07_05_T01.jpg,425664,1
10.1109@VAST.2007.4389013,10.1109@VAST.2007.4389013_07_06_T01.jpg,4342821,1
10.1109@VAST.2007.4389013,10.1109@VAST.2007.4389013_07_07_T01.jpg,998556,1
10.1109@VAST.2007.4389013,10.1109@VAST.2007.4389013_07_08_T01.jpg,1094610,1
allpaper,10.1109@TVCG.2007.70518,,13
10.1109@TVCG.2007.70518,10.1109@TVCG.2007.70518_13_01_T02.jpg,805596,1
10.1109@TVCG.2007.70518,10.1109@TVCG.2007.70518_13_02_T02.jpg,334320,1
10.1109@TVCG.2007.70518,10.1109@TVCG.2007.70518_13_03_T02.jpg,858438,1
10.1109@TVCG.2007.70518,10.1109@TVCG.2007.70518_13_04_T02.jpg,399456,1
10.1109@TVCG.2007.70518,10.1109@TVCG.2007.70518_13_05_T02.jpg,541440,1
10.1109@TVCG.2007.70518,10.1109@TVCG.2007.70518_13_06_T02.jpg,2927985,1
10.1109@TVCG.2007.70518,10.1109@TVCG.2007.70518_13_07_T02.jpg,813312,1
10.1109@TVCG.2007.70518,10.1109@TVCG.2007.70518_13_08_T02.jpg,733824,1
10.1109@TVCG.2007.70518,10.1109@TVCG.2007.70518_13_09_T02.jpg,2415600,1
10.1109@TVCG.2007.70518,10.1109@TVCG.2007.70518_13_10_T02.jpg,1587690,1
10.1109@TVCG.2007.70518,10.1109@TVCG.2007.70518_13_11_T02.jpg,3396624,1
10.1109@TVCG.2007.70518,10.1109@TVCG.2007.70518_13_12_T02.jpg,1714560,1
10.1109@TVCG.2007.70518,10.1109@TVCG.2007.70518_13_13_T02.jpg,420552,1
allpaper,10.1109@TVCG.2007.70530,,11
10.1109@TVCG.2007.70530,10.1109@TVCG.2007.70530_11_01_T02.jpg,550800,1
10.1109@TVCG.2007.70530,10.1109@TVCG.2007.70530_11_02_T02.jpg,887616,1
10.1109@TVCG.2007.70530,10.1109@TVCG.2007.70530_11_03_T02.jpg,1779696,1
10.1109@TVCG.2007.70530,10.1109@TVCG.2007.70530_11_04_T02.jpg,758160,1
10.1109@TVCG.2007.70530,10.1109@TVCG.2007.70530_11_05_T02.jpg,697920,1
10.1109@TVCG.2007.70530,10.1109@TVCG.2007.70530_11_06_T02.jpg,257358,1
10.1109@TVCG.2007.70530,10.1109@TVCG.2007.70530_11_07_T02.jpg,4064640,1
10.1109@TVCG.2007.70530,10.1109@TVCG.2007.70530_11_08_T02.jpg,723240,1
10.1109@TVCG.2007.70530,10.1109@TVCG.2007.70530_11_09_T02.jpg,2819160,1
10.1109@TVCG.2007.70530,10.1109@TVCG.2007.70530_11_10_T02.jpg,2307312,1
10.1109@TVCG.2007.70530,10.1109@TVCG.2007.70530_11_11_T02.jpg,2380653,1
allpaper,10.1109@TVCG.2007.70542,,2
10.1109@TVCG.2007.70542,10.1109@TVCG.2007.70542_02_01_T02.jpg,608316,1
10.1109@TVCG.2007.70542,10.1109@TVCG.2007.70542_02_02_T02.jpg,5135751,1
allpaper,10.1109@TVCG.2007.70590,,9
10.1109@TVCG.2007.70590,10.1109@TVCG.2007.70590_09_01_T02.jpg,1092168,1
10.1109@TVCG.2007.70590,10.1109@TVCG.2007.70590_09_02_T02.jpg,1115334,1
10.1109@TVCG.2007.70590,10.1109@TVCG.2007.70590_09_03_T02.jpg,622752,1
10.1109@TVCG.2007.70590,10.1109@TVCG.2007.70590_09_04_T02.jpg,1827360,1
10.1109@TVCG.2007.70590,10.1109@TVCG.2007.70590_09_05_T02.jpg,513216,1
10.1109@TVCG.2007.70590,10.1109@TVCG.2007.70590_09_06_T02.jpg,1727544,1
10.1109@TVCG.2007.70590,10.1109@TVCG.2007.70590_09_07_T02.jpg,946923,1
10.1109@TVCG.2007.70590,10.1109@TVCG.2007.70590_09_08_T02.jpg,1690704,1
10.1109@TVCG.2007.70590,10.1109@TVCG.2007.70590_09_09_T02.jpg,3659829,1
allpaper,10.1109@TVCG.2007.70615,,9
10.1109@TVCG.2007.70615,10.1109@TVCG.2007.70615_09_01_T02.jpg,489426,1
10.1109@TVCG.2007.70615,10.1109@TVCG.2007.70615_09_02_T02.jpg,649827,1
10.1109@TVCG.2007.70615,10.1109@TVCG.2007.70615_09_03_T02.jpg,717696,1
10.1109@TVCG.2007.70615,10.1109@TVCG.2007.70615_09_04_T02.jpg,2406096,1
10.1109@TVCG.2007.70615,10.1109@TVCG.2007.70615_09_05_T02.jpg,2161137,1
10.1109@TVCG.2007.70615,10.1109@TVCG.2007.70615_09_06_T02.jpg,4455120,1
10.1109@TVCG.2007.70615,10.1109@TVCG.2007.70615_09_07_T02.jpg,1467648,1
10.1109@TVCG.2007.70615,10.1109@TVCG.2007.70615_09_08_T02.jpg,1550874,1
10.1109@TVCG.2007.70615,10.1109@TVCG.2007.70615_09_09_T02.jpg,1170624,1
allpaper,10.1109@TVCG.2007.70539,,8
10.1109@TVCG.2007.70539,10.1109@TVCG.2007.70539_08_01_T03.jpg,1962090,1
10.1109@TVCG.2007.70539,10.1109@TVCG.2007.70539_08_02_T03.jpg,2004120,1
10.1109@TVCG.2007.70539,10.1109@TVCG.2007.70539_08_03_T03.jpg,1148661,1
10.1109@TVCG.2007.70539,10.1109@TVCG.2007.70539_08_04_T03.jpg,893403,1
10.1109@TVCG.2007.70539,10.1109@TVCG.2007.70539_08_05_T03.jpg,1245312,1
10.1109@TVCG.2007.70539,10.1109@TVCG.2007.70539_08_06_T03.jpg,1445808,1
10.1109@TVCG.2007.70539,10.1109@TVCG.2007.70539_08_07_T03.jpg,1506948,1
10.1109@TVCG.2007.70539,10.1109@TVCG.2007.70539_08_08_T03.jpg,1174992,1
allpaper,10.1109@TVCG.2007.70621,,16
10.1109@TVCG.2007.70621,10.1109@TVCG.2007.70621_16_01_T03.jpg,1143408,1
10.1109@TVCG.2007.70621,10.1109@TVCG.2007.70621_16_02_T03.jpg,1037520,1
10.1109@TVCG.2007.70621,10.1109@TVCG.2007.70621_16_03_T03.jpg,1160415,1
10.1109@TVCG.2007.70621,10.1109@TVCG.2007.70621_16_04_T03.jpg,286440,1
10.1109@TVCG.2007.70621,10.1109@TVCG.2007.70621_16_05_T03.jpg,784890,1
10.1109@TVCG.2007.70621,10.1109@TVCG.2007.70621_16_06_T03.jpg,1079409,1
10.1109@TVCG.2007.70621,10.1109@TVCG.2007.70621_16_07_T03.jpg,1328634,1
10.1109@TVCG.2007.70621,10.1109@TVCG.2007.70621_16_08_T03.jpg,865449,1
10.1109@TVCG.2007.70621,10.1109@TVCG.2007.70621_16_09_T03.jpg,1410588,1
10.1109@TVCG.2007.70621,10.1109@TVCG.2007.70621_16_10_T03.jpg,941616,1
10.1109@TVCG.2007.70621,10.1109@TVCG.2007.70621_16_11_T03.jpg,1938051,1
10.1109@TVCG.2007.70621,10.1109@TVCG.2007.70621_16_12_T03.jpg,818754,1
10.1109@TVCG.2007.70621,10.1109@TVCG.2007.70621_16_13_T03.jpg,1591590,1
10.1109@TVCG.2007.70621,10.1109@TVCG.2007.70621_16_14_T03.jpg,4108800,1
10.1109@TVCG.2007.70621,10.1109@TVCG.2007.70621_16_15_T03.jpg,1121109,1
10.1109@TVCG.2007.70621,10.1109@TVCG.2007.70621_16_16_T03.jpg,1108107,1
allpaper,10.1109@VAST.2007.4388991,,8
10.1109@VAST.2007.4388991,10.1109@VAST.2007.4388991_08_01_T03.jpg,2336544,1
10.1109@VAST.2007.4388991,10.1109@VAST.2007.4388991_08_02_T03.jpg,812808,1
10.1109@VAST.2007.4388991,10.1109@VAST.2007.4388991_08_03_T03.jpg,4946403,1
10.1109@VAST.2007.4388991,10.1109@VAST.2007.4388991_08_04_T03.jpg,1623726,1
10.1109@VAST.2007.4388991,10.1109@VAST.2007.4388991_08_05_T03.jpg,5048187,1
10.1109@VAST.2007.4388991,10.1109@VAST.2007.4388991_08_06_T03.jpg,3926160,1
10.1109@VAST.2007.4388991,10.1109@VAST.2007.4388991_08_07_T03.jpg,2847105,1
10.1109@VAST.2007.4388991,10.1109@VAST.2007.4388991_08_08_T03.jpg,1810431,1
allpaper,10.1109@VAST.2007.4389000,,20
10.1109@VAST.2007.4389000,10.1109@VAST.2007.4389000_20_01_T03.jpg,218790,1
10.1109@VAST.2007.4389000,10.1109@VAST.2007.4389000_20_02_T03.jpg,171864,1
10.1109@VAST.2007.4389000,10.1109@VAST.2007.4389000_20_03_T03.jpg,151443,1
10.1109@VAST.2007.4389000,10.1109@VAST.2007.4389000_20_04_T03.jpg,159495,1
10.1109@VAST.2007.4389000,10.1109@VAST.2007.4389000_20_05_T03.jpg,240648,1
10.1109@VAST.2007.4389000,10.1109@VAST.2007.4389000_20_06_T03.jpg,237510,1
10.1109@VAST.2007.4389000,10.1109@VAST.2007.4389000_20_07_T03.jpg,167049,1
10.1109@VAST.2007.4389000,10.1109@VAST.2007.4389000_20_08_T03.jpg,168714,1
10.1109@VAST.2007.4389000,10.1109@VAST.2007.4389000_20_09_T03.jpg,121500,1
10.1109@VAST.2007.4389000,10.1109@VAST.2007.4389000_20_10_T03.jpg,120003,1
10.1109@VAST.2007.4389000,10.1109@VAST.2007.4389000_20_11_T03.jpg,276624,1
10.1109@VAST.2007.4389000,10.1109@VAST.2007.4389000_20_12_T03.jpg,257760,1
10.1109@VAST.2007.4389000,10.1109@VAST.2007.4389000_20_13_T03.jpg,304554,1
10.1109@VAST.2007.4389000,10.1109@VAST.2007.4389000_20_14_T03.jpg,283737,1
10.1109@VAST.2007.4389000,10.1109@VAST.2007.4389000_20_15_T03.jpg,922563,1
10.1109@VAST.2007.4389000,10.1109@VAST.2007.4389000_20_16_T03.jpg,608925,1
10.1109@VAST.2007.4389000,10.1109@VAST.2007.4389000_20_17_T03.jpg,331968,1
10.1109@VAST.2007.4389000,10.1109@VAST.2007.4389000_20_18_T03.jpg,516816,1
10.1109@VAST.2007.4389000,10.1109@VAST.2007.4389000_20_19_T03.jpg,517704,1
10.1109@VAST.2007.4389000,10.1109@VAST.2007.4389000_20_20_T03.jpg,514107,1
allpaper,10.1109@VAST.2007.4389003,,6
10.1109@VAST.2007.4389003,10.1109@VAST.2007.4389003_06_01_T03.jpg,422166,1
